Contract_Number,Consumer_ID,Product,Contract_Status,Application Date,Entry Date,StartHalf,First Installment Date,Purchase Amt,Deposit Amt,Financed Amt,Deposit_Percent,Total Term,Term_Run,Term_Remaining,Payment Type,Total No Of Payments,Freq,Instalment Amt,Total Payments Received,Total Balance Outstanding,Amt Paid To Merchant_nettofmerchfeesandGST,Gtee Rate,Gtee Charges,Est Fees,Proc Fees,Other Fees,Total Merchant Charges,Total Consumer Charges,Total Charges,Effective Billing Rate,Expected Contract End Date,No Of Days In Default,Arrears Amount,No Of Days In Arrears,DefaultAmount,DefaultDate,MonthsToDefault,Recent Default_Default Date,Recent Default_Default Amt,Recent Default_Recov Amt,Recent Default_Cure Date,Consumer Post Code,Consumer Year Of Birth,Merchant Number,Merchant Name,Industry Name,Homowner Ind,Homowner Consumer
61088477,L61088477,REPAIRS,Default,2007/1/10,2007/1/16,2007H1,2007/1/31,2198.5,550,1648.5,0.250170571,12,12,0,Bank,26,FN,63.39409322,0.00 ,1648.50 ,1461.6,0.090899996,149.84,20,0,0,169.84 ,10.00,179.84 ,0.109093115,2008/1/31,1490,1648.5,1490,1648.5,2007/6/13,5,2007/2/13,1648.50 ,0.00 ,,4123,1983/7/1,30101562,MIDAS CAR CARE - WOODRIDGE,Auto Repair / Service,No,No
61072372,L61072372,SERVICE,Default,2006/12/13,2006/12/19,2006H2,2006/12/28,2385,585,1800,0.245283019,12,12,0,Bank,13,FN,69.22011998,415.38 ,1384.62 ,1608.9,0.089500003,148.7,20,0,5,173.70 ,0.00,173.70 ,0.0965,2007/12/28,1490,1384.62,1490,1384.62,2007/6/12,6,2007/2/12,1384.62 ,0.00 ,,4300,1970/2/11,30101554,MIDAS CAR CARE - IPSWICH,Auto Repair / Service,No,No
60901077,L60901077,SHIELS,Default,2006/10/24,2006/11/6,2006H2,2006/11/21,1729,173,1556,0.100057837,12,12,0,Bank,26,FN,59.83694816,299.20 ,1256.80 ,1458.9,0.043200001,67.21,21,0,0,88.21 ,10.00,98.21 ,0.063116967,2007/11/21,1490,1256.8,1490,1256.8,2007/6/12,7,2007/2/12,1256.80 ,0.00 ,,5113,1984/7/26,30100759,SHIELS - ELIZABETH,Jewellery,No,No
61003391,L61082224,GOODS,Default,2006/8/24,2006/8/29,2006H2,2006/9/29,2372,600,1772,0.252951096,12,12,0,Bank,12,Mth,147.6666667,590.65 ,1181.35 ,1608.5,0.069199994,122.62,26,0,0,148.62 ,10.00,158.62 ,0.089514673,2007/9/29,1490,1181.35,1490,1181.35,2007/6/12,10,2007/2/12,1181.35 ,0.00 ,,4556,1972/10/30,30107421,BI-RITE ELECTRICAL - AGNES WATER,Whitegoods,No,No
60813002,L60813002,FURN,Default,2006/5/16,2006/5/28,2006H1,2006/5/28,2719,0,2719,0,18,18,0,Bank,36,FN,69.70722453,2019.52 ,699.48 ,2361.1,0.107500002,292.29,33,0,0,325.29 ,25.00,350.29 ,0.128830452,2007/11/28,1490,699.48,1490,699.48,2007/6/12,13,2007/2/12,699.48 ,0.00 ,,2256,1976/12/31,30107879,OZ DESIGN TUGGERAH,Furniture / Bedding New,No,No
61112333,L61112333,REPAIRS,Default,2007/1/11,2007/1/16,2007H1,2007/2/1,910,225,685,0.247252747,6,6,0,Bank,13,FN,52.68420243,0.00 ,685.00 ,599.3,0.077200003,52.88,20,0,5,77.88 ,0.00,77.88 ,0.113693431,2007/8/1,1490,685,1490,685,2007/6/12,5,2007/2/12,685.00 ,0.00 ,,3029,1969/11/28,30112872,ABS LAVERTON,Auto Repair / Service,No,No
60652131,L60652131,JEWLER,Default,2006/5/31,2006/6/5,2006H1,2006/6/15,939,235,704,0.250266241,18,18,0,Bank,36,FN,18.04850536,332.35 ,371.65 ,585.6,0.113799997,80.11,27.5,0,0,107.61 ,10.00,117.61 ,0.167059659,2007/12/15,1490,371.65,1490,371.65,2007/6/12,12,2007/2/12,371.65 ,0.00 ,,2614,1959/11/24,30111248,MICHAEL HILL JEWELLER BELCONNEN MALL (243),Jewellery,No,No
60912796,L60912796,RINGS,Default,2006/12/24,2007/1/16,2007H1,2007/2/4,268.95,67.23,201.72,0.249972114,12,12,0,Bank,26,FN,7.757268113,0.00 ,201.72 ,162.7,0.076499999,15.43,20,0,0,35.43 ,5.00,40.43 ,0.200426334,2008/2/4,1490,201.72,1490,201.72,2007/6/12,5,2007/2/12,201.72 ,0.00 ,,2283,1984/2/20,30101606,GOLDMARK KOTARA (728),Jewellery,No,No
60845858,L60845858,PC,Default,2006/2/23,2006/2/28,2006H1,2006/3/17,1536,384,1152,0.25,12,12,0,Bank,26,FN,44.30087679,1018.90 ,133.10 ,1016.9,0.080499999,92.73,30,0,0,122.73 ,10.00,132.73 ,0.115217014,2007/3/17,1490,133.1,1490,133.1,2007/6/13,16,2007/2/13,133.10 ,0.00 ,,4510,1967/1/28,30110847,BEST DEAL 4 U COMPUTERS & IT,Computers,No,No
61046661,L61046661,BEDDING,Default,2006/11/27,2006/12/10,2006H2,2006/12/18,2052,513,1539,0.25,12,12,0,Bank,26,FN,59.18320258,118.38 ,1420.62 ,1349.4,0.095100001,146.35,26,0,0,172.35 ,10.00,182.35 ,0.11848603,2007/12/18,1489,1420.62,1489,1420.62,2007/6/14,6,2007/2/14,1420.62 ,0.00 ,,4305,1973/9/4,30106389,BEDLAND,Furniture / Bedding New,No,No
61054955,L61054955,,Default,2006/12/9,2006/12/13,2006H2,2007/1/9,1688,170,1518,0.1007109,12,12,0,Bank,12,Mth,126.5,126.50 ,1391.50 ,1262.7,0.134399995,204.01,28,0,0,232.01 ,10.00,242.01 ,0.159426877,2008/1/9,1489,1391.5,1489,1391.5,2007/6/13,6,2007/2/13,1391.50 ,0.00 ,,4207,1975/1/14,30111220,MICHAEL HILL JEWELLER LOGANHOLME (416),Jewellery,No,No
60977132,L60977132,WATCHES,Default,2006/9/8,2006/9/17,2006H2,2006/10/5,2385,596.25,1788.75,0.25,18,18,0,CC,18,Mth,99.375,397.48 ,1391.27 ,1570.3,0.099799998,178.51,20,0,0,198.51 ,10.00,208.51 ,0.116567435,2008/4/5,1489,1391.27,1489,1391.27,2007/6/14,9,2007/2/14,1391.27 ,0.00 ,,2135,1960/10/12,30101137,ANGUS & COOTE BURWOOD (139),Jewellery,No,No
60928222,L60928222,DIAMOND,Default,2006/8/2,2006/8/8,2006H2,2006/8/31,2997.85,749.45,2248.4,0.24999583,12,12,0,Bank,12,Mth,187.3666667,936.80 ,1311.60 ,2013.8,0.083999999,184.72,28.5,0,0,213.22 ,10.00,223.22 ,0.099279488,2007/8/31,1489,1311.6,1489,1311.6,2007/6/13,10,2007/2/13,1311.60 ,0.00 ,,3174,1946/8/5,30104103,BEVILLES JEWELLERS - Parkmore,Jewellery,No,No
60940045,L60940045,JEWELRY,Default,2006/8/11,2006/8/21,2006H2,2006/8/31,3192,798,2394,0.25,12,12,0,Bank,24,FN,92.06275958,1097.25 ,1296.75 ,2171.8,0.076000005,181.94,20,0,0,201.94 ,10.00,211.94 ,0.088529657,2007/8/31,1489,1296.75,1489,1296.75,2007/6/14,10,2007/2/14,1296.75 ,0.00 ,,2480,1970/12/30,30101157,ANGUS & COOTE LISMORE (326),Jewellery,No,No
61003335,L61003335,COMPUTE,Default,2006/10/27,2006/11/7,2006H2,2006/12/6,1199,300,899,0.250208507,12,12,0,Bank,12,Mth,74.91666667,149.82 ,749.18 ,789.3,0.082000002,73.71,26,0,0,99.71 ,10.00,109.71 ,0.122035595,2007/12/6,1489,749.18,1489,749.18,2007/6/13,7,2007/2/13,749.18 ,0.00 ,,4017,1988/5/19,30112630,ECKFEL COMPUTERS,Computers,No,No
60915628,L60915628,GLOBE,Default,2006/10/5,2006/10/17,2006H2,2006/11/6,1295,323.75,971.25,0.25,12,12,0,Bank,26,FN,37.35002307,261.45 ,709.80 ,846.2,0.0902,87.6,26,0,0,113.60 ,10.00,123.60 ,0.127258687,2007/11/6,1489,709.8,1489,709.8,2007/6/14,8,2007/2/14,709.80 ,0.00 ,,4019,1972/7/1,30102490,WALLACE BISHOP - KIPPA-RING,Jewellery,No,No
99591735,L99591735T1,591735,Default,2006/12/14,2007/1/1,2007H1,2007/2/4,719.7,180,539.7,0.25010421,6,6,0,CC,6,Mth,89.95,0.00 ,539.70 ,475.5,0.073399998,39.61,9.75,0,9,58.36 ,10.00,68.36 ,0.126662961,2007/8/4,1489,539.7,1489,539.7,2007/6/14,5,2007/2/14,539.70 ,0.00 ,,2904,1972/2/29,30100720,LUBE MOBILE - SILVERWATER,Auto Repair / Service,No,No
61008451,L61008451,VACUUM,Default,2006/7/16,2006/8/3,2006H2,2006/8/11,1095,110,985,0.100456621,12,12,0,Bank,26,FN,37.87878788,454.56 ,530.44 ,872.9,0.077,75.84,26,0,0,101.84 ,20.00,121.84 ,0.123695431,2007/8/11,1489,530.44,1489,530.44,2007/6/13,10,2007/2/13,530.44 ,0.00 ,,4127,1975/11/12,30104417,GODFREYS - LOGANHOLME,Vacuums,No,No
61047702,L61047702,AMARKET,Default,2006/11/9,2006/11/15,2006H2,2006/12/9,695,173.75,521.25,0.25,6,6,0,Bank,6,Mth,86.875,173.74 ,347.51 ,450.7,0.067299999,35.08,20,0,9,64.08 ,10.00,74.08 ,0.142119904,2007/6/9,1489,347.51,1489,347.51,2007/6/13,7,2007/2/13,347.51 ,0.00 ,,3127,1975/6/1,30110151,ETHERIDGE FORD - RINGWOOD,New Car Servicing  & Aftermkt.,No,No
61021084,L60675421,BEDS,Default,2006/8/25,2006/8/29,2006H2,2006/9/8,598,0,598,0,12,12,0,Bank,26,FN,22.99646208,253.00 ,345.00 ,521.3,0.074699998,44.67,25,0,0,69.67 ,0.00,69.67 ,0.116505017,2007/9/8,1489,345,1489,345,2007/6/13,10,2007/2/13,345.00 ,0.00 ,,5163,1963/5/2,30104972,SNOOZE - MARION,Furniture / Bedding New,No,No
60828385,L60828385,JEWELLE,Default,2007/1/10,2007/1/16,2007H1,2007/1/25,319.73,80,239.73,0.250211116,12,12,0,Bank,26,FN,9.218966313,0.00 ,239.73 ,197.5,0.076499999,18.33,20,0,0,38.33 ,0.00,38.33 ,0.159888208,2008/1/25,1489,239.73,1489,239.73,2007/6/14,5,2007/2/14,239.73 ,0.00 ,,2161,1986/7/19,30105209,GOLDMARK BATEAU BAY (613),Jewellery,No,No
61049891,L61049891,VACUUM,Default,2006/9/18,2006/9/26,2006H2,2006/10/4,299,1,298,0.003344482,12,12,0,Bank,12,Mth,24.83333333,99.31 ,198.69 ,243.3,0.079499997,23.69,26,0,0,49.69 ,20.00,69.69 ,0.23385906,2007/10/4,1489,198.69,1489,198.69,2007/6/13,9,2007/2/13,198.69 ,0.00 ,,2261,1980/11/3,30104691,GODFREYS - TUGGERAH,Vacuums,No,No
61118151,L61118151,TINT,Default,2007/1/11,2007/1/16,2007H1,2007/2/5,265,67,198,0.252830189,3,3,0,Bank,3,Mth,66,0.00 ,198.00 ,173.9,0.0385,7.62,9.75,0,4.5,21.87 ,10.00,31.87 ,0.160959596,2007/5/5,1489,198,1489,198,2007/6/14,5,2007/2/14,198.00 ,0.00 ,,3429,1984/6/29,30100515,THE TINT PROFESSIONAL,Auto Specialty,No,No
60664191,L60664191,BASS AM,Default,2006/3/17,2006/3/24,2006H1,2006/3/31,800,320,480,0.4,12,12,0,Bank,12,Mth,40,400.00 ,80.00 ,400.8,0.087399997,41.95,30,0,0,71.95 ,10.00,81.95 ,0.170729167,2007/3/31,1489,80,1489,80,2007/6/13,15,2007/2/13,80.00 ,0.00 ,,2170,1968/9/12,30110262,BAVAS MUSIC,Musical Instruments,No,No
60715841,L60715841,POOL,Default,2005/12/11,2006/2/21,2006H1,2006/3/21,8500,2000,6500,0.235294118,24,24,0,Bank,24,Mth,270.8333333,2713.73 ,3786.27 ,5583.6,0.119699992,778.04,55,0,0,833.04 ,10.00,843.04 ,0.129698462,2008/3/21,1488,3786.27,1488,3786.27,2007/6/15,16,2007/2/15,3786.27 ,0.00 ,,2770,1977/9/9,30111597,BLUE HAVEN POOLS & SPAS - LANSVALE,Pools and Spas,Yes,Yes
60931002,L60787396,DIA RNG,Default,2006/9/9,2006/9/13,2006H2,2006/10/1,2999,750,2249,0.250083361,18,18,0,Bank,18,Mth,124.9444444,499.76 ,1749.24 ,1980.1,0.099799998,224.45,20,0,0,244.45 ,10.00,254.45 ,0.113139173,2008/4/1,1488,1749.24,1488,1749.24,2007/6/14,9,2007/2/14,1749.24 ,0.00 ,,3132,1976/2/17,30101114,DUNKLINGS CHADSTONE (685),Jewellery,No,No
60877578,L60877578,BEDDING,Default,2006/10/13,2006/10/25,2006H2,2006/11/10,2431,608,1823,0.250102838,12,12,0,Bank,26,FN,70.10459929,420.66 ,1402.34 ,1639.5,0.077200003,140.73,26,0,0,166.73 ,10.00,176.73 ,0.096944597,2007/11/10,1488,1402.34,1488,1402.34,2007/6/15,8,2007/2/15,1402.34 ,0.00 ,,4078,1982/4/17,30106389,BEDLAND,Furniture / Bedding New,No,No
61095874,L61095874,WATCH,Default,2007/1/10,2007/2/1,2007H1,2007/2/8,1395,348.75,1046.25,0.25,12,12,0,CC,12,Mth,87.1875,0.00 ,1046.25 ,936.2,0.076499999,80.03,20,0,0,100.03 ,0.00,100.03 ,0.095608124,2008/2/8,1488,1046.25,1488,1046.25,2007/6/14,4,2007/2/14,1046.25 ,0.00 ,,2135,1981/9/16,30101169,ANGUS & COOTE PARRAMATTA (140),Jewellery,No,No
60956963,L60956963,,Default,2006/6/8,2006/6/16,2006H1,2006/7/6,2724,1000,1724,0.367107195,12,12,0,Bank,26,FN,66.29749269,861.90 ,862.10 ,1538.3,0.082800001,142.74,26,0,0,168.74 ,25.00,193.74 ,0.11237819,2007/7/6,1488,862.1,1488,862.1,2007/6/14,12,2007/2/14,862.10 ,0.00 ,,4077,1963/6/17,30101463,SALTERS OF MOOROOKA,New Car Servicing  & Aftermkt.,No,No
61001043,L61001043,CHAINS,Default,2006/7/27,2006/8/6,2006H2,2006/8/23,1572.8,158,1414.8,0.100457782,12,12,0,Bank,26,FN,54.40701431,598.51 ,816.29 ,1221.7,0.107799999,152.51,23,0,0,175.51 ,10.00,185.51 ,0.131121007,2007/8/23,1488,816.29,1488,816.29,2007/6/14,10,2007/2/14,816.29 ,0.00 ,,4031,1946/7/22,30110755,PROUDS JEWELLERS MT OMMANEY (414),Jewellery,No,No
60985249,L60985249,SYSTEM,Default,2006/6/10,2006/6/16,2006H1,2006/6/30,2779.5,719.88,2059.62,0.258996222,12,12,0,Bank,24,FN,79.20396862,1287.25 ,772.37 ,1841.8,0.083500005,171.97,26,0,0,197.97 ,10.00,207.97 ,0.100974937,2007/6/30,1488,772.37,1488,772.37,2007/6/15,12,2007/2/15,772.37 ,0.00 ,,4506,1969/2/22,30101545,TOWNSVILLE COMPUTER CENTRE,Computers,No,No
60989630,L60989630,WHEELS,Default,2006/10/18,2006/10/27,2006H2,2006/11/10,1370,550,820,0.401459854,10,10,0,Bank,20,FN,37.84033226,246.00 ,574.00 ,723.8,0.078600004,64.45,23,0,0,87.45 ,0.00,87.45 ,0.106646341,2007/9/10,1488,574,1488,574,2007/6/14,8,2007/2/14,574.00 ,0.00 ,,3640,1985/9/20,30107270,BOB JANE T-MART - ALBURY,Tyres,No,No
60916766,L60916766,VACUJM,Default,2006/12/16,2007/1/1,2007H1,2007/2/2,500,0,500,0,6,6,0,CC,6,Mth,83.33333333,0.00 ,500.00 ,445,0.0539,26.95,23,0,0,49.95 ,10.00,59.95 ,0.1199,2007/8/2,1488,500,1488,500,2007/6/14,5,2007/2/14,500.00 ,0.00 ,,7469,1985/7/24,30113648,GODFREYS - BURNIE,Vacuums,No,No
61044260,L61044260,RASS PA,Default,2006/11/20,2006/11/23,2006H2,2006/12/8,650,162.5,487.5,0.25,12,12,0,Bank,24,FN,18.74711583,81.24 ,406.26 ,411.8,0.087800004,42.8,26,0,0,68.80 ,10.00,78.80 ,0.161641026,2007/12/8,1488,406.26,1488,406.26,2007/6/15,7,2007/2/15,406.26 ,0.00 ,,4034,1983/5/31,30111870,KEY MUSIC PTY LTD,Musical Instruments,No,No
61008283,L61008283,SOFA,Default,2006/7/18,2006/7/27,2006H2,2006/8/3,6176,1560,4616,0.252590674,24,24,0,Bank,24,Mth,192.3333333,1153.98 ,3462.02 ,3990.6,0.114500001,528.53,40,0,0,568.53 ,10.00,578.53 ,0.125331456,2008/8/3,1487,3462.02,1487,3462.02,2007/6/16,11,2007/2/16,3462.02 ,0.00 ,,2059,1964/8/6,30113000,KING FURNITURE ANNANDALE,Furniture / Bedding New,No,No
60343585,L60343585,CRF50,Default,2006/11/24,2006/12/3,2006H2,2007/1/9,2532,633,1899,0.25,12,12,0,Bank,12,Mth,158.25,168.25 ,1730.75 ,1694.9,0.081900001,155.52,30,0,0,185.52 ,10.00,195.52 ,0.102959452,2008/1/9,1487,1730.75,1487,1730.75,2007/6/15,6,2007/2/15,1730.75 ,0.00 ,,3796,1988/1/13,30100527,JEFFRY SALES AND SERVICE P/L,Scooters / Repairs,No,No
60915527,L60915527,WATCH,Default,2006/10/8,2006/10/25,2006H2,2006/11/2,3000,750,2250,0.25,12,12,0,CC,24,FN,86.52514998,562.50 ,1687.50 ,1998.1,0.0902,202.95,26,0,0,228.95 ,10.00,238.95 ,0.1062,2007/11/2,1487,1687.5,1487,1687.5,2007/6/15,8,2007/2/15,1687.50 ,0.00 ,,4218,1974/3/30,30102477,WALLACE BISHOP - PACIFIC FAIR,Jewellery,No,No
60569193,L60569193,LAPTOP,Default,2006/12/14,2007/1/1,2007H1,2007/2/3,2099,524.75,1574.25,0.25,12,12,0,Bank,12,Mth,131.1875,0.00 ,1574.25 ,1396.9,0.085900001,135.22,26,0,0,161.22 ,10.00,171.22 ,0.108762903,2008/2/3,1487,1574.25,1487,1574.25,2007/6/16,5,2007/2/16,1574.25 ,0.00 ,,3121,1982/4/20,30105043,IT WAREHOUSE - MAIDSTONE,Computers,No,No
60946168,L60946168,FURN,Default,2006/10/17,2006/10/22,2006H2,2006/11/10,2587,647,1940,0.250096637,12,12,0,Bank,24,FN,74.60390709,404.15 ,1535.85 ,1766.9,0.067699999,131.33,26,0,0,157.33 ,10.00,167.33 ,0.086252577,2007/11/10,1487,1535.85,1487,1535.85,2007/6/16,8,2007/2/16,1535.85 ,0.00 ,,2745,1974/6/22,30106701,ONE STOP PINE PENRITH,Furniture / Bedding New,No,No
60899666,L60899666,RING,Default,2006/7/13,2006/7/25,2006H2,2006/8/14,2995,750,2245,0.250417362,18,18,0,Bank,18,Mth,124.7222222,748.32 ,1496.68 ,1933.7,0.113799997,255.48,27.5,0,0,282.98 ,10.00,292.98 ,0.130503341,2008/2/14,1487,1496.68,1487,1496.68,2007/6/16,11,2007/2/16,1496.68 ,0.00 ,,3013,1979/5/24,30111284,MICHAEL HILL JEWELLER HIGHPOINT (383),Jewellery,No,No
61099124,L61099124,B SUITE,Default,2006/12/30,2007/1/5,2007H1,2007/2/11,1690,425,1265,0.25147929,12,12,0,CC,12,Mth,105.4166667,0.00 ,1265.00 ,1124.5,0.080399998,101.7,26,0,0,127.70 ,0.00,127.70 ,0.100948617,2008/2/11,1487,1265,1487,1265,2007/6/15,5,2007/2/15,1265.00 ,0.00 ,,3812,1983/4/24,30110208,TOWNSEND FURNITURE PTY LTD,Furniture / Bedding New,No,No
61082996,L61082996,DINING,Default,2006/11/23,2006/12/13,2006H2,2007/1/4,1817,454,1363,0.249862411,12,12,0,Bank,12,Mth,113.5833333,113.58 ,1249.42 ,1209.2,0.083499998,113.81,26,0,0,139.81 ,10.00,149.81 ,0.109911959,2008/1/4,1487,1249.42,1487,1249.42,2007/6/16,6,2007/2/16,1249.42 ,0.00 ,,3039,1971/8/29,30112875,DAMRO - DANDENONG,Furniture / Bedding New,No,No
60637582,L60637582,SHIELS,Default,2006/10/4,2006/10/15,2006H2,2006/11/2,1482.95,150,1332.95,0.101149735,12,12,0,Bank,26,FN,51.25942163,232.60 ,1100.35 ,1246.5,0.043200001,57.58,21,0,0,78.58 ,20.00,98.58 ,0.073956262,2007/11/2,1487,1100.35,1487,1100.35,2007/6/16,8,2007/2/16,1100.35 ,0.00 ,,5108,1971/9/22,30100759,SHIELS - ELIZABETH,Jewellery,No,No
99598597,L99598597,REPAIRS,Default,2007/1/8,2007/1/21,2007H1,2007/2/3,1263.9,316,947.9,0.25001978,6,6,0,Bank,6,Mth,157.9833333,0.00 ,947.90 ,850.7,0.073399998,69.57,9.75,0,9,88.32 ,10.00,98.32 ,0.103724022,2007/8/3,1487,947.9,1487,947.9,2007/6/16,5,2007/2/16,947.90 ,0.00 ,,3977,1982/4/5,30100721,LUBE MOBILE - THORNBURY,Auto Repair / Service,No,No
60924408,L60924408,VACCUM,Default,2006/8/2,2006/8/18,2006H2,2006/9/3,1095,109.5,985.5,0.1,12,12,0,Bank,12,Mth,82.125,411.24 ,574.26 ,872.6,0.077699997,76.57,26,0,0,102.57 ,20.00,122.57 ,0.124373415,2007/9/3,1487,574.26,1487,574.26,2007/6/16,10,2007/2/16,574.26 ,0.00 ,,2190,1976/9/15,30104670,GODFREYS - BANKSTOWN,Vacuums,No,No
61051189,L61051189,306815,Default,2006/11/27,2006/11/27,2006H2,2006/12/20,798,199.5,598.5,0.25,12,12,0,Bank,26,FN,23.01568989,92.04 ,506.46 ,511.1,0.090899996,54.4,25,0,0,79.40 ,10.00,89.40 ,0.149373434,2007/12/20,1487,506.46,1487,506.46,2007/6/16,7,2007/2/16,506.46 ,0.00 ,,4815,1973/12/14,30112016,LOLOMA JEWELLERS - WILLOWS,Jewellery,No,No
60775596,L60775596,GOODS,Default,2006/8/19,2006/8/22,2006H2,2006/9/12,999,124,875,0.124124124,12,12,0,Bank,24,FN,33.64866944,400.95 ,474.05 ,745.9,0.107799999,94.32,23,0,0,117.32 ,10.00,127.32 ,0.145508571,2007/9/12,1487,474.05,1487,474.05,2007/6/15,10,2007/2/15,474.05 ,0.00 ,,2452,1964/7/1,30111559,PROUDS JEWELLERS COFFS HARBOUR (245),Jewellery,No,No
60976885,L60976885,JEWELRY,Default,2006/10/5,2006/10/11,2006H2,2006/11/2,678,170,508,0.250737463,12,12,0,Bank,12,Mth,42.33333333,126.99 ,381.01 ,435,0.083799995,42.57,23.75,0,0,66.32 ,10.00,76.32 ,0.15023622,2007/11/2,1487,381.01,1487,381.01,2007/6/15,8,2007/2/15,381.01 ,0.00 ,,2165,1988/5/21,30111261,MICHAEL HILL JEWELLER FAIRFIELD (264),Jewellery,No,No
60891981,L60891981,,Default,2006/9/14,2006/9/24,2006H2,2006/10/13,699,175,524,0.250357654,12,12,0,Bank,24,FN,20.15074604,174.64 ,349.36 ,449.5,0.083799995,43.91,23.75,0,0,67.66 ,10.00,77.66 ,0.148206107,2007/10/13,1487,349.36,1487,349.36,2007/6/15,9,2007/2/15,349.36 ,0.00 ,,2756,1988/6/15,30111250,MICHAEL HILL JEWELLER MIRANDA (252),Jewellery,No,No
60908529,L60908529,VETFEES,Default,2006/11/14,2006/11/19,2006H2,2006/12/8,223.6,56,167.6,0.250447227,4,4,0,Bank,8,FN,19.33548685,83.80 ,83.80 ,124,0.054299999,4.55,25,0,10,39.55 ,10.00,49.55 ,0.295644391,2007/4/8,1487,83.8,1487,83.8,2007/6/15,7,2007/2/15,83.80 ,0.00 ,,3690,1986/5/22,30101457,MELROSE ANIMAL HOSPITAL,Vetinary Clinics,No,No
61071170,L61071170,REPAIRS,Default,2006/12/11,2007/1/10,2007H1,2007/1/31,3000,1000,2000,0.333333333,9,9,0,Bank,18,FN,102.5483259,0.00 ,2000.00 ,1788.8,0.086000003,172,20,0,0,192.00 ,10.00,202.00 ,0.101,2007/10/31,1486,2000,1486,2000,2007/6/16,5,2007/2/16,2000.00 ,0.00 ,,4680,1964/8/8,30107528,MIDAS,Auto Repair / Service,No,No
60675421,L60675421,COMPUTR,Default,2006/10/11,2006/10/17,2006H2,2006/11/24,2763,690.75,2072.25,0.25,12,12,0,Bank,12,Mth,172.6875,345.40 ,1726.85 ,1849.4,0.085199989,176.55,26,0,0,202.55 ,25.00,227.55 ,0.10980818,2007/11/24,1486,1726.85,1486,1726.85,2007/6/16,8,2007/2/16,1726.85 ,0.00 ,,5163,1954/12/3,30105048,IT WAREHOUSE - NOARLUNGA CENTRE,Computers,No,No
60778456,L60778456,2846726,Default,2006/6/2,2006/6/7,2006H1,2006/6/15,1824,456,1368,0.25,12,12,0,CC,12,Mth,114,912.00 ,456.00 ,1205.7,0.090999998,124.48,23,0,0,147.48 ,10.00,157.48 ,0.115116959,2007/6/15,1486,456,1486,456,2007/6/16,12,2007/2/16,456.00 ,0.00 ,,4115,1976/12/30,30110755,PROUDS JEWELLERS MT OMMANEY (414),Jewellery,No,No
61089974,L61089974,JEWELLR,Default,2006/11/23,2006/11/27,2006H2,2006/12/7,514.95,102.99,411.96,0.2,12,12,0,Bank,12,Mth,34.33,68.64 ,343.32 ,344,0.093999997,38.72,23,0,0,61.72 ,20.00,81.72 ,0.198368774,2007/12/7,1486,343.32,1486,343.32,2007/6/16,7,2007/2/16,343.32 ,0.00 ,,2747,1968/12/22,30111584,PROUDS JEWELLERS PENRITH (258),Jewellery,No,No
61067207,L61067207,2022014,Default,2006/12/31,2007/1/17,2007H1,2007/1/31,4000,1000,3000,0.25,12,12,0,Bank,26,FN,115.3668666,0.00 ,3000.00 ,2695,0.0845,253.5,23.75,0,0,277.25 ,0.00,277.25 ,0.092416667,2008/1/31,1484,3000,1484,3000,2007/6/18,5,2007/2/18,3000.00 ,0.00 ,,2250,1975/9/8,30111252,MICHAEL HILL JEWELLER LIVERPOOL (254),Jewellery,No,No
60735926,L60735926,ALARM,Default,2006/11/10,2006/11/14,2006H2,2006/12/8,2093.2,295,1798.2,0.140932543,36,36,0,Bank,36,Mth,49.95,99.88 ,1698.32 ,1422,0.1646,295.98,46,0,0,341.98 ,10.00,351.98 ,0.195740185,2009/12/8,1484,1698.32,1484,1698.32,2007/6/19,7,2007/2/19,1698.32 ,0.00 ,,3984,1952/5/20,30110874,RESCUE FORCE SECURITY,Home Security,Yes,Yes
60856541,L60856541,FURNITU,Default,2005/11/5,2006/1/13,2006H1,2006/2/15,4746.05,1186.5,3559.55,0.249997366,18,18,0,Bank,18,Mth,197.7527778,2175.25 ,1384.30 ,3234.4,0.075999998,270.52,25,0,0,295.52 ,10.00,305.52 ,0.085831074,2007/8/15,1484,1384.3,1484,1384.3,2007/6/19,17,2007/2/19,1384.30 ,0.00 ,,2015,1959/1/1,30101885,FREEDOM FURNITURE - MOORE PARK 2450,Furniture / Bedding New,No,No
61053642,L61053642,JEWELLS,Default,2006/12/1,2006/12/10,2006H2,2007/1/15,1383,138.3,1244.7,0.1,12,12,0,Bank,12,Mth,103.725,103.72 ,1140.98 ,1029.8,0.134399995,167.28,28,0,0,195.28 ,10.00,205.28 ,0.164923275,2008/1/15,1484,1140.98,1484,1140.98,2007/6/19,6,2007/2/19,1140.98 ,0.00 ,,2199,1982/5/27,30111270,MICHAEL HILL JEWELLER BANKSTOWN (274),Jewellery,No,No
61079054,L61079054,JEWELLY,Default,2006/12/21,2007/1/3,2007H1,2007/1/21,1325,265,1060,0.2,12,12,0,Bank,24,FN,40.76295954,44.16 ,1015.84 ,925,0.093999997,99.64,23,0,0,122.64 ,10.00,132.64 ,0.125132075,2008/1/21,1484,1015.84,1484,1015.84,2007/6/19,5,2007/2/19,1015.84 ,0.00 ,,4127,1964/6/3,30110744,PROUDS JEWELLERS LOGANHOLME (402),Jewellery,No,No
